ID;species;type;target
YP_003364209.1;Citrobacter rodentium;Type_III;Vertebrate
YP_003364692.1;Citrobacter rodentium;Type_III;Vertebrate
YP_003364693.1;Citrobacter rodentium;Type_III;Vertebrate
YP_003365223.1;Citrobacter rodentium;Type_III;Vertebrate
YP_003366482.1;Citrobacter rodentium;Type_III;Vertebrate
YP_003366484.1;Citrobacter rodentium;Type_III;Vertebrate
YP_003366488.1;Citrobacter rodentium;Type_III;Vertebrate
YP_003366489.1;Citrobacter rodentium;Type_III;Vertebrate
YP_003366496.1;Citrobacter rodentium;Type_III;Vertebrate
YP_003366498.1;Citrobacter rodentium;Type_III;Vertebrate
YP_003366505.1;Citrobacter rodentium;Type_III;Vertebrate
YP_003366672.1;Citrobacter rodentium;Type_III;Vertebrate
YP_003367307.1;Citrobacter rodentium;Type_III;Vertebrate
YP_003367517.1;Citrobacter rodentium;Type_III;Vertebrate
YP_003368270.1;Citrobacter rodentium;Type_III;Vertebrate
YP_003368271.1;Citrobacter rodentium;Type_III;Vertebrate
YP_003368274.1;Citrobacter rodentium;Type_III;Vertebrate
YP_068456.1;Yersinia pseudotuberculosis;Type_III;Vertebrate
YP_150865.1;Salmonella enterica;Type_III;Vertebrate
YP_216410.1;Salmonella enterica;Type_III;Vertebrate
YP_216586.2;Salmonella enterica;Type_III;Vertebrate
ZP_02468792.1;Burkholderia thailandensis;Type_III;Vertebrate
ZP_02576126.1;Salmonella enterica;Type_III;Vertebrate
ZP_02658655.1;Salmonella enterica;Type_III;Vertebrate
ZP_02665847.1;Salmonella enterica;Type_III;Vertebrate
ZP_02697119.1;Salmonella enterica;Type_III;Vertebrate
ZP_02834272.1;Salmonella enterica;Type_III;Vertebrate
ZP_02904444.1;Escherichia albertii;Type_III;Vertebrate
ZP_03075317.1;Salmonella enterica;Type_III;Vertebrate
ZP_03217067.1;Salmonella enterica;Type_III;Vertebrate
ZP_03355405.1;Salmonella enterica;Type_III;Vertebrate
ZP_03368310.1;Salmonella enterica;Type_III;Vertebrate
ZP_05940050.1;Escherichia coli;Type_III;Vertebrate
ZP_05940062.1;Escherichia coli;Type_III;Vertebrate
ZP_05940090.1;Escherichia coli;Type_III;Vertebrate
ZP_05951360.1;Escherichia coli;Type_III;Vertebrate
ZP_06208163.1;Yersinia pestis;Type_III;Vertebrate
NP_052388.1;Yersinia enterocolitica;Type_III;Vertebrate
NP_783660.1;Yersinia enterocolitica;Type_III;Vertebrate
NP_798065.1;Vibrio parahaemolyticus;Type_III;Vertebrate
NP_857756.1;Yersinia pestis;Type_III;Vertebrate
NP_857953.1;Yersinia pestis;Type_III;Vertebrate
NP_863509.1;Yersinia enterocolitica;Type_III;Vertebrate
NP_902244.1;Chromobacterium violaceum;Type_III;Vertebrate
NP_995386.1;Yersinia pestis;Type_III;Vertebrate
YP_001004061.1;Yersinia enterocolitica;Type_III;Vertebrate
YP_001004064.1;Yersinia enterocolitica;Type_III;Vertebrate
YP_001143938.1;Aeromonas salmonicida;Type_III;Vertebrate
YP_001293944.1;Yersinia pestis;Type_III;Vertebrate
YP_001570794.1;Salmonella enterica;Type_III;Vertebrate
YP_001587907.1;Salmonella enterica;Type_III;Vertebrate
YP_001588508.1;Salmonella enterica;Type_III;Vertebrate
YP_001604457.1;Yersinia pestis;Type_III;Vertebrate
YP_001653440.1;Chlamydia trachomatis;Type_III;Vertebrate
YP_001654133.1;Chlamydia trachomatis;Type_III;Vertebrate
YP_001654428.1;Chlamydia trachomatis;Type_III;Vertebrate
YP_001874613.1;Yersinia pseudotuberculosis;Type_III;Vertebrate
YP_002040480.1;Salmonella enterica;Type_III;Vertebrate
YP_002040654.1;Salmonella enterica;Type_III;Vertebrate
YP_002040848.1;Salmonella enterica;Type_III;Vertebrate
YP_002045225.1;Salmonella enterica;Type_III;Vertebrate
YP_002045405.1;Salmonella enterica;Type_III;Vertebrate
YP_002045642.1;Salmonella enterica;Type_III;Vertebrate
YP_002114231.1;Salmonella enterica;Type_III;Vertebrate
YP_002114626.1;Salmonella enterica;Type_III;Vertebrate
YP_002142350.1;Salmonella enterica;Type_III;Vertebrate
YP_002146434.1;Salmonella enterica;Type_III;Vertebrate
YP_002146817.1;Salmonella enterica;Type_III;Vertebrate
YP_002215545.1;Salmonella enterica;Type_III;Vertebrate
YP_002215912.1;Salmonella enterica;Type_III;Vertebrate
YP_002226269.1;Salmonella enterica;Type_III;Vertebrate
YP_002226843.1;Salmonella enterica;Type_III;Vertebrate
YP_002243274.1;Salmonella enterica;Type_III;Vertebrate
YP_002243555.1;Salmonella enterica;Type_III;Vertebrate
YP_002243920.1;Salmonella enterica;Type_III;Vertebrate
YP_002244314.1;Salmonella enterica;Type_III;Vertebrate
YP_002328290.1;Escherichia coli;Type_III;Vertebrate
YP_002328981.1;Escherichia coli;Type_III;Vertebrate
YP_002328982.1;Escherichia coli;Type_III;Vertebrate
YP_002330704.1;Escherichia coli;Type_III;Vertebrate
YP_002887715.1;Chlamydia trachomatis;Type_III;Vertebrate
YP_002888592.1;Chlamydia trachomatis;Type_III;Vertebrate
YP_003076800.1;Escherichia coli;Type_III;Vertebrate
YP_003076801.1;Escherichia coli;Type_III;Vertebrate
YP_003076802.1;Escherichia coli;Type_III;Vertebrate
YP_003077614.1;Escherichia coli;Type_III;Vertebrate
YP_003077616.1;Escherichia coli;Type_III;Vertebrate
ACT70725.1;Escherichia coli;Type_III;Vertebrate
ACT70726.1;Escherichia coli;Type_III;Vertebrate
ACT71538.1;Escherichia coli;Type_III;Vertebrate
ACT71540.1;Escherichia coli;Type_III;Vertebrate
ACT71547.1;Escherichia coli;Type_III;Vertebrate
ACT72390.1;Escherichia coli;Type_III;Vertebrate
ACT73694.1;Escherichia coli;Type_III;Vertebrate
ACT73695.1;Escherichia coli;Type_III;Vertebrate
ACT74386.1;Escherichia coli;Type_III;Vertebrate
ACT74398.1;Escherichia coli;Type_III;Vertebrate
ACT74400.1;Escherichia coli;Type_III;Vertebrate
ACT74425.1;Escherichia coli;Type_III;Vertebrate
ACY64328.1;Yersinia pestis;Type_III;Vertebrate
ACY83714.1;Edwardsiella tarda;Type_III;Vertebrate
ACY83715.1;Edwardsiella tarda;Type_III;Vertebrate
ACY87887.1;Salmonella enterica;Type_III;Vertebrate
ACY88176.1;Salmonella enterica;Type_III;Vertebrate
ACY88411.1;Salmonella enterica;Type_III;Vertebrate
BAE19884.1;Edwardsiella tarda;Type_III;Vertebrate
BAE19885.1;Edwardsiella tarda;Type_III;Vertebrate
BAF45424.1;Escherichia coli;Type_III;Vertebrate
BAF45425.1;Escherichia coli;Type_III;Vertebrate
BAF45426.1;Escherichia coli;Type_III;Vertebrate
BAF45427.1;Escherichia coli;Type_III;Vertebrate
BAF45428.1;Escherichia coli;Type_III;Vertebrate
BAF45429.1;Escherichia coli;Type_III;Vertebrate
BAF45430.1;Escherichia coli;Type_III;Vertebrate
BAF45431.1;Escherichia coli;Type_III;Vertebrate
BAF45432.1;Escherichia coli;Type_III;Vertebrate
BAF45433.1;Escherichia coli;Type_III;Vertebrate
BAF45434.1;Escherichia coli;Type_III;Vertebrate
BAF45435.1;Escherichia coli;Type_III;Vertebrate
BAF45436.1;Escherichia coli;Type_III;Vertebrate
BAF45437.1;Escherichia coli;Type_III;Vertebrate
BAF45438.1;Escherichia coli;Type_III;Vertebrate
BAF45439.1;Escherichia coli;Type_III;Vertebrate
BAF45440.1;Escherichia coli;Type_III;Vertebrate
BAF45441.1;Escherichia coli;Type_III;Vertebrate
BAF45442.1;Escherichia coli;Type_III;Vertebrate
BAF45443.1;Escherichia coli;Type_III;Vertebrate
BAF45444.1;Escherichia coli;Type_III;Vertebrate
BAF45445.1;Escherichia coli;Type_III;Vertebrate
BAF45446.1;Escherichia coli;Type_III;Vertebrate
BAF45447.1;Escherichia coli;Type_III;Vertebrate
BAF45448.1;Escherichia coli;Type_III;Vertebrate
BAF45449.1;Escherichia coli;Type_III;Vertebrate
BAF45450.1;Escherichia coli;Type_III;Vertebrate
BAF45451.1;Escherichia coli;Type_III;Vertebrate
BAF45452.1;Escherichia coli;Type_III;Vertebrate
BAF45453.1;Escherichia coli;Type_III;Vertebrate
BAF45454.1;Escherichia coli;Type_III;Vertebrate
BAF45455.1;Escherichia coli;Type_III;Vertebrate
BAF45456.1;Escherichia coli;Type_III;Vertebrate
BAF45457.1;Escherichia coli;Type_III;Vertebrate
BAF45458.1;Escherichia coli;Type_III;Vertebrate
BAF45459.1;Escherichia coli;Type_III;Vertebrate
BAF45460.1;Escherichia coli;Type_III;Vertebrate
BAF45461.1;Escherichia coli;Type_III;Vertebrate
BAF45462.1;Escherichia coli;Type_III;Vertebrate
BAF52034.1;Escherichia coli;Type_III;Vertebrate
BAF52035.1;Escherichia coli;Type_III;Vertebrate
BAF52358.1;Escherichia coli;Type_III;Vertebrate
BAF52359.1;Escherichia coli;Type_III;Vertebrate
BAF52360.1;Escherichia coli;Type_III;Vertebrate
BAF52361.1;Escherichia coli;Type_III;Vertebrate
BAF52363.1;Escherichia coli;Type_III;Vertebrate
BAF52364.1;Escherichia coli;Type_III;Vertebrate
BAF52365.1;Escherichia coli;Type_III;Vertebrate
BAF52366.1;Escherichia coli;Type_III;Vertebrate
BAF52367.1;Escherichia coli;Type_III;Vertebrate
BAF52368.1;Escherichia coli;Type_III;Vertebrate
BAF52369.1;Escherichia coli;Type_III;Vertebrate
BAF52370.1;Escherichia coli;Type_III;Vertebrate
BAF52371.1;Escherichia coli;Type_III;Vertebrate
BAF52372.1;Escherichia coli;Type_III;Vertebrate
BAF52373.1;Escherichia coli;Type_III;Vertebrate
BAF52374.1;Escherichia coli;Type_III;Vertebrate
BAF52375.1;Escherichia coli;Type_III;Vertebrate
BAF52376.1;Escherichia coli;Type_III;Vertebrate
BAF52377.1;Escherichia coli;Type_III;Vertebrate
BAF52548.1;Escherichia coli;Type_III;Vertebrate
BAF52549.1;Escherichia coli;Type_III;Vertebrate
BAF92845.1;Escherichia coli;Type_III;Vertebrate
BAF96518.1;Escherichia coli;Type_III;Vertebrate
BAF96522.1;Escherichia coli;Type_III;Vertebrate
BAF96525.1;Escherichia coli;Type_III;Vertebrate
BAF96530.1;Escherichia coli;Type_III;Vertebrate
BAF96533.1;Escherichia coli;Type_III;Vertebrate
BAF96538.1;Escherichia coli;Type_III;Vertebrate
BAF96539.1;Escherichia coli;Type_III;Vertebrate
BAF96540.1;Escherichia coli;Type_III;Vertebrate
BAF96541.1;Escherichia coli;Type_III;Vertebrate
BAG66368.1;Escherichia coli;Type_III;Vertebrate
BAG66369.1;Escherichia coli;Type_III;Vertebrate
BAG66372.1;Escherichia coli;Type_III;Vertebrate
BAG66379.1;Escherichia coli;Type_III;Vertebrate
BAG66565.1;Escherichia coli;Type_III;Vertebrate
BAG66724.1;Escherichia coli;Type_III;Vertebrate
BAG66853.1;Escherichia coli;Type_III;Vertebrate
BAI24478.1;Escherichia coli;Type_III;Vertebrate
BAI28392.1;Escherichia coli;Type_III;Vertebrate
BAI28410.1;Escherichia coli;Type_III;Vertebrate
BAI28417.1;Escherichia coli;Type_III;Vertebrate
BAI28419.1;Escherichia coli;Type_III;Vertebrate
BAI28431.1;Escherichia coli;Type_III;Vertebrate
BAI32323.1;Escherichia coli;Type_III;Vertebrate
BAI32335.1;Escherichia coli;Type_III;Vertebrate
BAI32337.1;Escherichia coli;Type_III;Vertebrate
BAI32344.1;Escherichia coli;Type_III;Vertebrate
BAI32362.1;Escherichia coli;Type_III;Vertebrate
BAI37516.1;Escherichia coli;Type_III;Vertebrate
BAI37519.1;Escherichia coli;Type_III;Vertebrate
BAI37531.1;Escherichia coli;Type_III;Vertebrate
BAI37533.1;Escherichia coli;Type_III;Vertebrate
BAI37540.1;Escherichia coli;Type_III;Vertebrate
CAA12185.1;Salmonella enterica;Type_III;Vertebrate
CAA12187.1;Salmonella enterica;Type_III;Vertebrate
CAA12188.1;Salmonella enterica;Type_III;Vertebrate
CAA12189.1;Salmonella enterica;Type_III;Vertebrate
CAA12191.1;Salmonella enterica;Type_III;Vertebrate
CAA12192.1;Salmonella enterica;Type_III;Vertebrate
CAA73507.1;Escherichia coli;Type_III;Vertebrate
CAL10029.1;Yersinia enterocolitica;Type_III;Vertebrate
CAL10034.1;Yersinia enterocolitica;Type_III;Vertebrate
CAM11313.1;Escherichia coli;Type_III;Vertebrate
CAM11314.1;Escherichia coli;Type_III;Vertebrate
CAM11315.1;Escherichia coli;Type_III;Vertebrate
CAM11316.1;Escherichia coli;Type_III;Vertebrate
CAM11317.1;Escherichia coli;Type_III;Vertebrate
CAM11318.1;Escherichia coli;Type_III;Vertebrate
CAM11319.1;Escherichia coli;Type_III;Vertebrate
CAM11320.1;Escherichia coli;Type_III;Vertebrate
CAM11321.1;Escherichia coli;Type_III;Vertebrate
CAM11322.1;Escherichia coli;Type_III;Vertebrate
CAM11323.1;Escherichia coli;Type_III;Vertebrate
CAM11324.1;Escherichia coli;Type_III;Vertebrate
CAM11325.1;Escherichia coli;Type_III;Vertebrate
CAP03784.1;Chlamydia trachomatis;Type_III;Vertebrate
CAP06738.1;Chlamydia trachomatis;Type_III;Vertebrate
CAR32737.1;Salmonella enterica;Type_III;Vertebrate
CAR33808.1;Salmonella enterica;Type_III;Vertebrate
CAR37113.1;Salmonella enterica;Type_III;Vertebrate
CAX09642.1;Chlamydia trachomatis;Type_III;Vertebrate
CAX10239.1;Chlamydia trachomatis;Type_III;Vertebrate
CAX10536.1;Chlamydia trachomatis;Type_III;Vertebrate
CAX11132.1;Chlamydia trachomatis;Type_III;Vertebrate
CAX18572.1;Escherichia coli;Type_III;Vertebrate
CAX18574.1;Escherichia coli;Type_III;Vertebrate
CAX18581.1;Escherichia coli;Type_III;Vertebrate
CAX18647.1;Escherichia coli;Type_III;Vertebrate
CAX18649.1;Escherichia coli;Type_III;Vertebrate
CAX18727.1;Escherichia coli;Type_III;Vertebrate
CAX18729.1;Escherichia coli;Type_III;Vertebrate
CAX18736.1;Escherichia coli;Type_III;Vertebrate
CBA72793.1;Arsenophonus nasoniae;Type_III;Vertebrate
CBA72795.1;Arsenophonus nasoniae;Type_III;Vertebrate
CBA72798.1;Arsenophonus nasoniae;Type_III;Vertebrate
CBA73375.1;Arsenophonus nasoniae;Type_III;Vertebrate
CBG25278.1;Salmonella enterica;Type_III;Vertebrate
CBG87121.1;Citrobacter rodentium;Type_III;Vertebrate
CBG87122.1;Citrobacter rodentium;Type_III;Vertebrate
CBG87356.1;Citrobacter rodentium;Type_III;Vertebrate
CBG87859.1;Citrobacter rodentium;Type_III;Vertebrate
CBG87860.1;Citrobacter rodentium;Type_III;Vertebrate
CBG88408.1;Citrobacter rodentium;Type_III;Vertebrate
CBG89704.1;Citrobacter rodentium;Type_III;Vertebrate
CBG89706.1;Citrobacter rodentium;Type_III;Vertebrate
CBG89710.1;Citrobacter rodentium;Type_III;Vertebrate
CBG89711.1;Citrobacter rodentium;Type_III;Vertebrate
CBG89719.1;Citrobacter rodentium;Type_III;Vertebrate
CBG89721.1;Citrobacter rodentium;Type_III;Vertebrate
CBG89728.1;Citrobacter rodentium;Type_III;Vertebrate
CBG89902.1;Citrobacter rodentium;Type_III;Vertebrate
CBG90573.1;Citrobacter rodentium;Type_III;Vertebrate
CBG90792.1;Citrobacter rodentium;Type_III;Vertebrate
CBG91572.1;Citrobacter rodentium;Type_III;Vertebrate
CBG91573.1;Citrobacter rodentium;Type_III;Vertebrate
CBG91576.1;Citrobacter rodentium;Type_III;Vertebrate
CBJ14605.1;Chlamydia trachomatis;Type_III;Vertebrate
EFA45613.1;Yersinia pestis;Type_III;Vertebrate
AAC28881.1;Salmonella enterica;Type_III;Vertebrate
AAC69806.1;Yersinia pestis;Type_III;Vertebrate
AAD16811.1;Yersinia enterocolitica;Type_III;Vertebrate
AAK69208.1;Yersinia enterocolitica;Type_III;Vertebrate
AAL20326.1;Salmonella enterica;Type_III;Vertebrate
AAN37523.1;Yersinia enterocolitica;Type_III;Vertebrate
AAO68326.1;Salmonella enterica;Type_III;Vertebrate
AAQ75736.1;Citrobacter rodentium;Type_III;Vertebrate
AAR26341.1;Aeromonas hydrophila;Type_III;Vertebrate
AAR84051.1;Citrobacter rodentium;Type_III;Vertebrate
AAS47019.1;Citrobacter rodentium;Type_III;Vertebrate
AAS47020.1;Citrobacter rodentium;Type_III;Vertebrate
AAS48168.1;Citrobacter rodentium;Type_III;Vertebrate
AAS48169.1;Citrobacter rodentium;Type_III;Vertebrate
AAS58577.1;Yersinia pestis;Type_III;Vertebrate
AAS91821.1;Aeromonas hydrophila;Type_III;Vertebrate
AAU95471.1;Citrobacter rodentium;Type_III;Vertebrate
AAV30235.1;Aeromonas hydrophila;Type_III;Vertebrate
AAV69404.1;Edwardsiella tarda;Type_III;Vertebrate
AAV69405.1;Edwardsiella tarda;Type_III;Vertebrate
AAX49626.1;Salmonella enterica;Type_III;Vertebrate
AAX65329.1;Salmonella enterica;Type_III;Vertebrate
AAX76903.1;Edwardsiella tarda;Type_III;Vertebrate
ABB16332.1;Escherichia coli;Type_III;Vertebrate
ABB16333.1;Escherichia coli;Type_III;Vertebrate
ABD48949.1;Aeromonas salmonicida;Type_III;Vertebrate
ABD48950.1;Aeromonas salmonicida;Type_III;Vertebrate
ABD48951.1;Aeromonas salmonicida;Type_III;Vertebrate
ABD94685.1;Pseudomonas aeruginosa;Type_III;Vertebrate
ABD94731.1;Pseudomonas aeruginosa;Type_III;Vertebrate
ABJ98887.1;Aeromonas veronii;Type_III;Vertebrate
ABJ98888.1;Aeromonas veronii;Type_III;Vertebrate
ABO92190.1;Aeromonas salmonicida;Type_III;Vertebrate
ABR13262.1;Aeromonas piscicola;Type_III;Vertebrate
ABR14860.1;Yersinia pestis;Type_III;Vertebrate
ABX88786.1;Yersinia pestis;Type_III;Vertebrate
ACC91156.1;Yersinia pseudotuberculosis;Type_III;Vertebrate
ACF62143.1;Salmonella enterica;Type_III;Vertebrate
ACF66736.1;Salmonella enterica;Type_III;Vertebrate
ACT70724.1;Escherichia coli;Type_III;Vertebrate
A2S1Q7;Burkholderia mallei;Type_III;Vertebrate
A2S1Q9;Burkholderia mallei;Type_III;Vertebrate
A3MCH6;Burkholderia mallei;Type_III;Vertebrate
A3MCH8;Burkholderia mallei;Type_III;Vertebrate
A3NLC6;Burkholderia pseudomallei;Type_III;Vertebrate
A3NLC8;Burkholderia pseudomallei;Type_III;Vertebrate
A3P6Y8;Burkholderia pseudomallei;Type_III;Vertebrate
A3P6Z0;Burkholderia pseudomallei;Type_III;Vertebrate
A9MJD1;Salmonella arizonae;Type_III;Vertebrate
A9N5C6;Salmonella paratyphi;Type_III;Vertebrate
D0ZI38;Salmonella typhimurium;Type_III;Vertebrate
D0ZIB5;Salmonella typhimurium;Type_III;Vertebrate
D0ZPH9;Salmonella typhimurium;Type_III;Vertebrate
D0ZRB2;Salmonella typhimurium;Type_III;Vertebrate
D0ZVG2;Salmonella typhimurium;Type_III;Vertebrate
D0ZXR5;Salmonella typhimurium;Type_III;Vertebrate
O06949;Salmonella dublin;Type_III;Vertebrate
O30916;Salmonella typhimurium;Type_III;Vertebrate
O34105;Salmonella dublin;Type_III;Vertebrate
O52623;Salmonella typhimurium;Type_III;Vertebrate
O68703;Yersinia pestis;Type_III;Vertebrate
O84947;Salmonella typhimurium;Type_III;Vertebrate
P0CE12;Salmonella typhimurium;Type_III;Vertebrate
P17778;Yersinia pestis;Type_III;Vertebrate
P18009;Shigella flexneri;Type_III;Vertebrate
P18014;Shigella flexneri;Type_III;Vertebrate
P27475;Yersinia enterocolitica;Type_III;Vertebrate
P31498;Yersinia pseudotuberculosis;Type_III;Vertebrate
P33546;Shigella flexneri;Type_III;Vertebrate
P74849;Salmonella typhi;Type_III;Vertebrate
P74851;Salmonella typhi;Type_III;Vertebrate
P74873;Salmonella typhimurium;Type_III;Vertebrate
Q07566;Shigella flexneri;Type_III;Vertebrate
Q2ET08;Shigella dysenteriae;Type_III;Vertebrate
Q2ET28;Shigella boydii;Type_III;Vertebrate
Q2T703;Burkholderia thailandensis;Type_III;Vertebrate
Q2T704;Burkholderia thailandensis;Type_III;Vertebrate
Q2T710;Burkholderia thailandensis;Type_III;Vertebrate
Q31SR9;Shigella boydii;Type_III;Vertebrate
Q326N4;Shigella dysenteriae;Type_III;Vertebrate
Q327I2;Shigella dysenteriae;Type_III;Vertebrate
Q3JL24;Burkholderia pseudomallei;Type_III;Vertebrate
Q3JL30;Burkholderia pseudomallei;Type_III;Vertebrate
Q3JL32;Burkholderia pseudomallei;Type_III;Vertebrate
Q3YTK0;Shigella sonnei;Type_III;Vertebrate
Q3YTY3;Shigella sonnei;Type_III;Vertebrate
Q55286;Shigella sonnei;Type_III;Vertebrate
Q56019;Salmonella typhimurium;Type_III;Vertebrate
E1WAC8;Salmonella typhimurium;Type_III;Vertebrate
P0CL47;Salmonella typhimurium;Type_III;Vertebrate
E1WAC6;Salmonella typhimurium;Type_III;Vertebrate
P0CL52;Salmonella typhimurium;Type_III;Vertebrate
Q56061;Salmonella typhimurium;Type_III;Vertebrate
Q56134;Salmonella typhi;Type_III;Vertebrate
Q56135;Salmonella typhi;Type_III;Vertebrate
Q57KZ6;Salmonella choleraesuis;Type_III;Vertebrate
Q57M66;Salmonella choleraesuis;Type_III;Vertebrate
Q5PEA9;Salmonella paratyphi;Type_III;Vertebrate
Q5PEX4;Salmonella paratyphi;Type_III;Vertebrate
Q5PFI5;Salmonella paratyphi;Type_III;Vertebrate
Q5PHN0;Salmonella paratyphi;Type_III;Vertebrate
Q5PI48;Salmonella paratyphi;Type_III;Vertebrate
Q62B14;Burkholderia mallei;Type_III;Vertebrate
Q62B16;Burkholderia mallei;Type_III;Vertebrate
Q63K41;Burkholderia pseudomallei;Type_III;Vertebrate
Q79BT1;Salmonella dublin;Type_III;Vertebrate
Q7BD17;Salmonella enterica;Type_III;Vertebrate
Q7BU69;Shigella flexneri;Type_III;Vertebrate
Q7BVH7;Salmonella typhimurium;Type_III;Vertebrate
Q7CQD4;Salmonella typhimurium;Type_III;Vertebrate
Q83RJ4;Shigella flexneri;Type_III;Vertebrate
Q87P32;Vibrio parahaemolyticus;Type_III;Vertebrate
Q8VPM1;Salmonella hadar;Type_III;Vertebrate
Q8VQB5;Salmonella enteritidis;Type_III;Vertebrate
Q8VSP9;Shigella flexneri;Type_III;Vertebrate
Q8VSQ6;Salmonella gallinarum;Type_III;Vertebrate
Q8VSR1;Salmonella enterica;Type_III;Vertebrate
Q8VSR2;Salmonella houtenae;Type_III;Vertebrate
Q8Z4G9;Salmonella typhi;Type_III;Vertebrate
Q8Z550;Salmonella typhi;Type_III;Vertebrate
Q8Z7R1;Salmonella typhi;Type_III;Vertebrate
Q8ZMM8;Salmonella typhimurium;Type_III;Vertebrate
Q8ZNG2;Salmonella typhimurium;Type_III;Vertebrate
Q8ZP57;Salmonella typhimurium;Type_III;Vertebrate
Q8ZPA6;Salmonella typhimurium;Type_III;Vertebrate
Q8ZPD7;Salmonella typhimurium;Type_III;Vertebrate
Q8ZQ59;Salmonella typhimurium;Type_III;Vertebrate
Q8ZQ79;Salmonella typhimurium;Type_III;Vertebrate
Q8ZQQ2;Salmonella typhimurium;Type_III;Vertebrate
Q9AH17;Salmonella bongori;Type_III;Vertebrate
Q9AH18;Salmonella houtenae;Type_III;Vertebrate
Q9AH19;Salmonella diarizonae;Type_III;Vertebrate
Q9FD10;Salmonella typhimurium;Type_III;Vertebrate
Q9KIB9;Salmonella typhimurium;Type_III;Vertebrate
Q9R803;Salmonella typhimurium;Type_III;Vertebrate
Q9RER2;Salmonella blockley;Type_III;Vertebrate
Q9RPM6;Salmonella typhi;Type_III;Vertebrate
A5PM30;Burkholderia mallei;Type_III;Vertebrate
A8YQR4;Edwardsiella tarda;Type_III;Vertebrate
B4EMB9;Burkholderia cenocepacia;Type_III;Vertebrate
D3GUW5;Escherichia coli;Type_III;Vertebrate
P46855;Escherichia coli;Type_III;Vertebrate
Q2T2K7;Burkholderia thailandensis;Type_III;Vertebrate
Q2T422;Burkholderia thailandensis;Type_III;Vertebrate
Q2T6Y9;Burkholderia thailandensis;Type_III;Vertebrate
Q8XDQ1;Escherichia coli;Type_III;Vertebrate
Q93IS4;Salmonella typhimurium;Type_III;Vertebrate
Q9HU94;Pseudomonas aeruginosa;Type_III;Vertebrate
Q9HYC2;Pseudomonas aeruginosa;Type_III;Vertebrate
A0A0H3AIG7;Vibrio cholerae;Type_III;Vertebrate
A0FKE4;Aeromonas veronii;Type_III;Vertebrate
A0FKE5;Aeromonas veronii;Type_III;Vertebrate
A0KHA9;Aeromonas hydrophila;Type_III;Vertebrate
A1JQ83;Yersinia enterocolitica;Type_III;Vertebrate
A1JU65;Yersinia enterocolitica;Type_III;Vertebrate
A1JU68;Yersinia enterocolitica;Type_III;Vertebrate
A1JU78;Yersinia enterocolitica;Type_III;Vertebrate
A1JUA6;Yersinia enterocolitica;Type_III;Vertebrate
A1JUA9;Yersinia enterocolitica;Type_III;Vertebrate
A1JUC4;Yersinia enterocolitica;Type_III;Vertebrate
A1KWP2;Escherichia coli;Type_III;Vertebrate
A1KWP3;Escherichia coli;Type_III;Vertebrate
A1KWP4;Escherichia coli;Type_III;Vertebrate
A1KWP5;Escherichia coli;Type_III;Vertebrate
A1KWP6;Escherichia coli;Type_III;Vertebrate
A1KWP7;Escherichia coli;Type_III;Vertebrate
A1KWP8;Escherichia coli;Type_III;Vertebrate
A1KWP9;Escherichia coli;Type_III;Vertebrate
A1KWQ0;Escherichia coli;Type_III;Vertebrate
A1KWQ1;Escherichia coli;Type_III;Vertebrate
A1KWQ2;Escherichia coli;Type_III;Vertebrate
A1KWQ3;Escherichia coli;Type_III;Vertebrate
A1KWQ4;Escherichia coli;Type_III;Vertebrate
A2A0W5;Escherichia coli;Type_III;Vertebrate
A2A0W7;Escherichia coli;Type_III;Vertebrate
A2A0X2;Escherichia coli;Type_III;Vertebrate
A2A0X3;Escherichia coli;Type_III;Vertebrate
A2A0X5;Escherichia coli;Type_III;Vertebrate
A2A0X8;Escherichia coli;Type_III;Vertebrate
A2A0Y3;Escherichia coli;Type_III;Vertebrate
A2A0Y6;Escherichia coli;Type_III;Vertebrate
A2A0Z2;Escherichia coli;Type_III;Vertebrate
A2A0Z4;Escherichia coli;Type_III;Vertebrate
A2A0Z6;Escherichia coli;Type_III;Vertebrate
A2S1Q0;Burkholderia mallei;Type_III;Vertebrate
A2S1Q1;Burkholderia mallei;Type_III;Vertebrate
A2S1Q3;Burkholderia mallei;Type_III;Vertebrate
A3MCG8;Burkholderia mallei;Type_III;Vertebrate
A3MCG9;Burkholderia mallei;Type_III;Vertebrate
A3MCH1;Burkholderia mallei;Type_III;Vertebrate
A3N464;Burkholderia pseudomallei;Type_III;Vertebrate
A3NLD2;Burkholderia pseudomallei;Type_III;Vertebrate
A3NLD4;Burkholderia pseudomallei;Type_III;Vertebrate
A3NLD5;Burkholderia pseudomallei;Type_III;Vertebrate
A3P6Z4;Burkholderia pseudomallei;Type_III;Vertebrate
A3P6Z6;Burkholderia pseudomallei;Type_III;Vertebrate
A3P6Z7;Burkholderia pseudomallei;Type_III;Vertebrate
A4PCI6;Escherichia coli;Type_III;Vertebrate
A4PCI7;Escherichia coli;Type_III;Vertebrate
A4PDT6;Escherichia coli;Type_III;Vertebrate
A4PDT7;Escherichia coli;Type_III;Vertebrate
A4PDT8;Escherichia coli;Type_III;Vertebrate
A4PDT9;Escherichia coli;Type_III;Vertebrate
A4PDU1;Escherichia coli;Type_III;Vertebrate
A4PDU2;Escherichia coli;Type_III;Vertebrate
A4PDU3;Escherichia coli;Type_III;Vertebrate
A4PDU4;Escherichia coli;Type_III;Vertebrate
